book,genre,store,date,sale
"Zulu Hart","Historical novel",Slagelse,2005-04-11,10
"Fried Green Tomatoes","Romance novel",Thisted,2005-07-05,12
"Showboat World","Science Fiction",Herning,2005-03-07,50
Runt,"Children's literature","Sønderborg",2005-11-06,70
"Conan the Mercenary","Sword and sorcery",Skive,2005-11-18,55
"A Painted House",Thriller,Aabenraa,2005-09-29,5
"The Witching Hour","Science Fiction",Aabenraa,2005-01-26,54
"The Reality Dysfunction","Science Fiction",Vordingborg,2005-08-01,23
"Troll Mill","Children's literature",Skagen,2005-05-06,18
"Building Harlequin's Moon","Science Fiction",Nakskov,2005-04-05,97
"Ghost Warrior",Western,Silkeborg,2005-12-14,88
"A Fortunate Life",Autobiography,Randers,2005-07-12,25
"The Divided Lady",Novel,Esbjerg,2005-02-01,18
"Angry White Pyjamas",Autobiography,Randers,2005-03-31,55
"Out from Boneville","Children's literature",Esbjerg,2005-03-22,78
"Cloud Boy","Children's literature","Tønder",2005-04-30,61
"Wild Meat and the Bully Burgers",Fiction,Vordingborg,2005-03-04,66
"Touch Me","Young adult literature","Nørresundby",2005-07-17,25
"The Ultimate Evil","Speculative fiction",Frederiksberg,2005-12-02,75
"Planet X","Science Fiction","Nørresundby",2005-01-10,14
"When the Birds Fly South",Fantasy,Nyborg,2005-01-09,59
"Dark Reflections","Speculative fiction",Haderslev,2005-08-17,32
M/F,"Comic novel",Fredericia,2005-01-20,92
"The Runaway in Oz",Fantasy,"Holbæk",2005-01-15,56
"Track of the Zombie",Mystery,Maribo,2005-05-23,33
"Lord of Light","Science Fiction",Nakskov,2005-09-08,43
"Heaven Cent","Speculative fiction",Esbjerg,2005-11-19,56
Feuchtgebiete,"Autobiographical novel",Kalundborg,2005-09-18,45
"Mexico Set",Mystery,Herning,2005-09-25,7
"Les Misérables",Fiction,"Hillerød",2005-11-12,63
"Mystic River",Mystery,Silkeborg,2005-02-24,72
"The Primrose Ring",Fiction,Frederikshavn,2005-10-27,15
"The Open Society and Its Enemies",Philosophy,"Nykøbing Falster",2005-10-17,43
"A Spell for Chameleon","Science Fiction",Slagelse,2005-06-28,97
"Dangling Man",Fiction,"Hjørring",2005-12-29,87
"Rising Sun","Crime Fiction",Frederiksberg,2005-09-12,68
"December 7, 1941: A Different Path","Alternate history",Thisted,2005-11-27,55
"Grey Star the Wizard",Gamebook,"Nørresundby",2005-08-13,11
"Honoured Enemy","Speculative fiction",Fredericia,2005-10-14,89
"The Haunted Woman",Fantasy,Kalundborg,2005-12-13,21
Tentacles,Fantasy,"Køge",2005-11-13,15
"Star Surgeon","Science Fiction",Esbjerg,2005-04-28,63
Haunted,"Young adult literature",Herning,2005-06-12,94
"The Eagle's Prey","Historical fiction","Holbæk",2005-03-13,53
"The Answer","Science Fiction",Ribe,2005-10-03,96
"Riddley Walker","Science Fiction","Nørresundby",2005-12-07,76
"Under the Hawthorn Tree","Children's literature",Vordingborg,2005-05-31,48
"The Deptford Mice Almanack",Fantasy,Aalborg,2005-09-10,70
Grendel,"Speculative fiction","Sønderborg",2005-12-27,52
"The Story of Lucy Gault",Novel,Horsens,2005-11-29,83
Romola,"Historical fiction",Randers,2005-08-08,87
"The Edible Woman","Speculative fiction","Hjørring",2005-03-28,77
"The Scold's Bridle","Crime Fiction",Ribe,2005-04-28,29
Arrhythmia,Novel,Horsens,2005-12-02,12
"First Rider's Call","Speculative fiction",Vejle,2005-12-14,92
"To Kill a Mockingbird",Fiction,"Sønderborg",2005-12-25,75
"Firmin: Adventures of a Metropolitan Lowlife","Comic novel",Skagen,2005-06-05,26
"A Place Called Here",Novel,Skagen,2005-01-17,79
"Honey for the Bears","Speculative fiction",Holstebro,2005-03-12,57
"Season of the Jew",Novel,"Hillerød",2005-07-08,82
"Deeds of the Disturber",Mystery,Aabenraa,2005-03-28,27
"The Alienist","Crime Fiction",Ribe,2005-01-07,91
Heidi,"Children's literature",Vejle,2005-03-27,7
"De Re Metallica",Non-fiction,"Nykøbing Falster",2005-12-18,22
"Outcast of Redwall","Science Fiction",Horsens,2005-09-11,78
"Oh. My. Gods.",Fantasy,Vordingborg,2005-12-23,61
"Umr-e-Lahaasil Ka Haasil",Prose,Herning,2005-06-24,41
"Sprig Muslin","Historical fiction",Gentofte,2005-12-21,34
Lolita,Tragicomedy,Slagelse,2005-01-25,47
Sanditon,Fiction,"Køge",2005-12-28,64
"The Dragon Knight","Speculative fiction","Nørresundby",2005-06-24,60
"Narrative of the Life of Frederick Douglass, an American Slave",Autobiography,Aabenraa,2005-01-17,36
"In Search of the Unknown","Role-playing game","Hjørring",2005-11-03,43
"The Vampire Prince","Young adult literature",Odense,2005-12-11,25
"Stranglers' Moon","Science Fiction",Aalborg,2005-03-16,48
Kira-Kira,"Children's literature",Roskilde,2005-06-28,60
"Tales of a Fourth Grade Nothing","Children's literature",Skagen,2005-07-26,20
"The Sign of the Crooked Arrow","Children's literature",Nakskov,2005-08-31,25
"The Lost Symbol",Thriller,Herning,2005-08-19,62
"Flowers in the Attic","Gothic fiction","Sorø",2005-07-05,71
"Keeping It Real","Science Fiction",Randers,2005-01-19,43
"The White Company","Historical novel",Fredericia,2005-04-28,81
"The Final Circle of Paradise","Science Fiction",Nakskov,2005-09-29,55
"If You Could See Me Now",Mystery,Copenhagen,2005-05-16,64
Ratking,"Crime Fiction",Silkeborg,2005-11-09,61
"Finite and Infinite Games",Fiction,Odense,2005-02-14,88
"The Price of Salt",Novel,Vordingborg,2005-04-06,100
"Danger on Midnight River","Children's literature",Skagen,2005-04-24,46
"The Grass-Cutting Sword",Postmodernism,Herning,2005-03-04,12
Momo,"Children's literature",Aarhus,2005-06-01,21
"The Sunlight Dialogues","Historical novel",Vordingborg,2005-02-20,24
"Dragon Raja",Fantasy,Odense,2005-10-03,27
"A Long Way Gone: Memoirs of a Boy Soldier",Autobiography,Horsens,2005-11-24,28
"Hidden Empire","Science Fiction",Slagelse,2005-03-11,28
"Henry and Ribsy","Children's literature","Nørresundby",2005-04-12,86
Sassinak,"Science Fiction","Helsingør",2005-07-22,85
"Icarus at the Edge of Time","Science Fiction",Randers,2005-07-12,73
"Blood Oath","Spy fiction",Horsens,2005-12-16,30
"The Troublesome Offspring of Cardinal Guzman","Magic realism",Haderslev,2005-08-19,16
"Marooned in Realtime","Science Fiction",Skive,2005-05-24,43
"Sharpe's Eagle","Historical fiction",Kalundborg,2005-04-01,56
Illusions,Self-help,"Nykøbing Falster",2005-09-11,7
"The Reaction","Science Fiction",Esbjerg,2005-09-04,96
"The Kill-Off","Crime Fiction",Nakskov,2005-07-22,47
"The Whaleboat House","Crime Fiction",Aabenraa,2005-03-11,29
"Specter of the Past","Science Fiction",Frederiksberg,2005-02-09,77
Tunnels,"Subterranean fiction",Horsens,2005-05-21,10
"Roderick Hudson",Novel,"Nykøbing Falster",2005-12-16,71
"The Beginnings – Malayalam","Graphic novel","Sorø",2005-09-08,59
"Yesterday's Son","Science Fiction",Maribo,2005-06-03,59
"Windmills of the Gods",Thriller,Vejle,2005-12-29,6
"Hornblower in the West Indies","Historical fiction","Nørresundby",2005-03-22,8
Monolith,Fantasy,"Nykøbing Falster",2005-07-30,67
"Bed of Roses",Fiction,Herning,2005-04-15,90
"Sons and Lovers","Autobiographical novel",Kalundborg,2005-06-24,73
"Master of Whitestorm",Fantasy,Vordingborg,2005-10-03,79
"The Dangerous Rescue","Science Fiction",Slagelse,2005-07-29,75
"The Keepers of the House",Fiction,Odense,2005-08-17,56
"The House of Stairs","Crime Fiction",Fredericia,2005-01-17,84
"Feeling Sorry for Celia",Fiction,Gentofte,2005-01-07,53
Moonseed,"Science Fiction",Holstebro,2005-07-04,89
America,"Young adult literature",Nakskov,2005-12-29,80
"Tutankhamun and the Daughter of Ra","Speculative fiction",Holstebro,2005-09-08,29
"Désert",Fiction,"Nykøbing Falster",2005-04-06,7
"The Caves of Drach","Science Fiction",Maribo,2005-03-23,23
"Brewster's Millions","Comic novel",Copenhagen,2005-04-09,48
Saturnalia,"Crime Fiction",Thisted,2005-06-05,80
"I, Coriander","Speculative fiction",Vordingborg,2005-12-30,88
"Pride and Prejudice",Satire,Nyborg,2005-03-01,69
"Plum Lucky","Crime Fiction",Haderslev,2005-01-18,48
"Dream of the Red Chamber",Novel,Fredericia,2005-01-19,99
"Mad Empress of Callisto",Fantasy,Viborg,2005-07-20,63
"Keeper of the Keys",Mystery,Vejle,2005-10-01,52
"Carl Haffner's Love of the Draw","Literary fiction","Sønderborg",2005-06-26,12
"The White Dragon","Science Fiction",Aalborg,2005-02-08,44
"Murder in E-Minor",Mystery,Nakskov,2005-07-01,70
"The Tower at Stony Wood","Speculative fiction",Nyborg,2005-11-06,29
"The Brethren",Thriller,Ribe,2005-05-29,82
Russka,"Historical fiction",Odense,2005-09-12,99
Demian,Novel,Skive,2005-12-13,91
"The Creator","Science Fiction",Aalborg,2005-02-08,18
"Weep Not, Child","Historical novel","Holbæk",2005-08-23,15
Demons,"Science Fiction",Slagelse,2005-03-08,50
"The Sun Chemist",Thriller,Odense,2005-05-11,63
"The Lost Girl",Novel,Vejle,2005-07-26,46
"Olivia Joules and The Overactive Imagination",Thriller,Aalborg,2005-12-24,20
"The Rise of Nine","Science Fiction",Svendborg,2005-05-18,83
"Black Money","Crime Fiction",Herning,2005-11-28,29
"Diary of a Drug Fiend",Psychology,Haderslev,2005-10-08,18
"Other Electricities","Literary fiction",Skive,2005-04-15,11
"The Chequer Board",Fiction,Holstebro,2005-05-18,73
"Hornet Flight",Thriller,Vordingborg,2005-08-25,72
"The Gold Bug Variations","Speculative fiction","Hjørring",2005-11-19,26
Tornado,"Children's literature",Frederiksberg,2005-12-14,83
"The Bedroom Secrets of the Master Chefs",Novel,"Sorø",2005-04-29,77
"Camp X",Mystery,Maribo,2005-01-16,52
"Incest: From a Journal of Love",Memoir,Thisted,2005-10-17,93
"A Specter is Haunting Texas","Science Fiction",Ribe,2005-01-19,22
"All the Colours of Darkness","Crime Fiction",Viborg,2005-07-27,97
"The Holy Sinner",Novel,Roskilde,2005-02-05,21
"The Trail of the Lonesome Pine",Western,"Sorø",2005-10-24,25
"The Interpreter",Novel,Gentofte,2005-01-10,99
Vulcan!,"Speculative fiction",Odense,2005-10-16,47
"Worldwar: Striking the Balance","Alternate history",Slagelse,2005-04-15,42
Thud!,Fantasy,Vordingborg,2005-10-23,17
"The Silver Chalice","Historical novel","Helsingør",2005-03-01,37
"Mr. Tall","Children's literature",Thisted,2005-12-19,57
"Vampirates: Demons of the Ocean","Speculative fiction",Skive,2005-05-28,52
"First Amoung Sequels","Alternate history",Kolding,2005-02-24,22
Hilldiggers,"Science Fiction",Odense,2005-07-05,70
"A Fine Dark Line","Speculative fiction",Vejle,2005-08-09,6
"Mr. Monk in Outer Space",Mystery,Gentofte,2005-11-10,98
"L'Ève future","Science Fiction",Slagelse,2005-01-09,70
"The Ferguson Rifle",Western,"Hjørring",2005-01-29,9
"My Gun Is Quick","Crime Fiction","Sønderborg",2005-11-26,42
"Star Wars Imperial Commando: 501st","Science Fiction",Horsens,2005-09-29,43
Winkie,"Speculative fiction",Frederikshavn,2005-12-31,72
"Chronic City",Fiction,Kalundborg,2005-11-08,60
Apocalypse,"Young adult literature","Hillerød",2005-07-06,48
Icehenge,"Science Fiction",Frederiksberg,2005-11-23,81
"The Talisman",Fantasy,Horsens,2005-09-06,57
"How to Eat Fried Worms","Children's literature",Nyborg,2005-12-11,60
"Charlie and the Chocolate Factory","Children's literature","Nykøbing Falster",2005-08-16,37
"The Wild Irish Girl","Epistolary novel",Nakskov,2005-05-06,45
"The Spook's Secret","Speculative fiction",Herning,2005-11-30,94
"The Road to Samarcand","Adventure novel",Kolding,2005-01-09,98
"Faery in Shadow","Speculative fiction",Vordingborg,2005-03-16,45
Elfsorrow,"Speculative fiction",Holstebro,2005-07-24,55
"My Heartbeat","Young adult literature",Skive,2005-07-16,90
"Dinner at the Homesick Restaurant",Fiction,Thisted,2005-09-06,99
"The March","Historical fiction","Sønderborg",2005-03-09,46
"Fearsome Creatures of the Lumberwoods, With a Few Desert and Mountain Beasts",Fantasy,Svendborg,2005-02-05,20
"Sister of the Bride","Children's literature",Randers,2005-01-24,74
"Strands of Sunlight","Speculative fiction","Nørresundby",2005-07-09,21
Thursbitch,"Speculative fiction",Aarhus,2005-09-03,60
"The Drop","Crime Fiction","Sorø",2005-04-15,56
"The Robe","Speculative fiction","Helsingør",2005-06-19,99
"The House",Novel,"Køge",2005-01-22,49
"3 NBs of Julian Drew","Young adult literature",Thisted,2005-05-23,17
"Tunnel Through the Deeps","Alternate history",Viborg,2005-10-21,75
"Whispering Nickel Idols",Mystery,Skagen,2005-06-18,70
"A Fortress of Grey Ice","Speculative fiction",Roskilde,2005-06-20,79
Absurdistan,Novel,Roskilde,2005-07-02,79
"The Depths of Time","Science Fiction",Kolding,2005-08-04,73
"I, the Jury","Crime Fiction",Kolding,2005-04-11,31
"Tom Swift and His Photo Telephone","Young adult literature",Kolding,2005-07-18,57
"The Moomins and the Great Flood","Children's literature",Randers,2005-05-13,31
"War Before Civilization: The Myth of the Peaceful Savage",Non-fiction,"Nørresundby",2005-09-05,56
"A Town Like Alice",Fiction,Herning,2005-05-20,56
"Seventeen Against the Dealer","Children's literature",Svendborg,2005-05-24,69
"The Perilous Gard",Fantasy,Frederikshavn,2005-03-06,98
"The 13 Clocks","Speculative fiction","Holbæk",2005-05-01,98
"The Forest King",Fantasy,Viborg,2005-10-21,21
"The Holy Sinner",Novel,Frederiksberg,2005-02-02,95
"Soccer Comes First","Children's literature","Sønderborg",2005-11-10,16
"The Bowl of Baal","Science Fiction",Thisted,2005-07-20,21
Visitors,"Science Fiction",Frederiksberg,2005-07-07,66
"You Can't Go Home Again",Fiction,Randers,2005-04-16,91
"Force 10 From Navarone","War novel",Aabenraa,2005-05-08,66
"Seize the Day",Fiction,"Køge",2005-11-22,89
"The Good Master","Children's literature",Horsens,2005-08-01,68
"Jeeves and the Feudal Spirit","Comic novel","Sønderborg",2005-05-20,49
"The Revelation","Speculative fiction",Viborg,2005-01-04,22
"The Temple of the Golden Pavilion",Fiction,Horsens,2005-02-19,64
"A Mystery for Mr. Bass","Science Fiction",Esbjerg,2005-01-29,69
"The Cardinal of the Kremlin",Thriller,Odense,2005-08-31,66
"Moscow Rules","Spy fiction",Aarhus,2005-11-06,93
"Little Green Men: A Novel","Science Fiction","Tønder",2005-10-29,43
"Alan Mendelsohn, the Boy from Mars","Science Fiction","Holbæk",2005-11-21,32
"Up at the Villa",Fiction,Holstebro,2005-04-25,73
"The Man Who Folded Himself","Time travel",Nyborg,2005-10-22,24
"Powder and Patch",Mystery,"Hillerød",2005-12-01,13
"The Sign of the Crooked Arrow","Children's literature",Maribo,2005-06-11,90
"To the Lighthouse","Children's literature",Gentofte,2005-11-27,13
"The Day of the Dissonance","Science Fiction",Frederikshavn,2005-10-07,77
"Smart Women",Fiction,Gentofte,2005-10-15,20
"Groosham Grange","Speculative fiction","Helsingør",2005-04-03,99
Dragonfire,Thriller,Skagen,2005-10-25,78
"Wednesday's Child","Crime Fiction",Vejle,2005-04-23,65
"Alice, Girl from the Future","Science Fiction","Nykøbing Falster",2005-12-03,95
"Mansfield Park",Bildungsroman,"Sønderborg",2005-02-22,66
"High Wizardry","Speculative fiction",Haderslev,2005-01-30,19
"Hades' Daughter","Speculative fiction","Sønderborg",2005-05-05,75
"Five Weeks in a Balloon","Science Fiction",Vejle,2005-11-13,9
Relic,Thriller,Frederiksberg,2005-02-26,54
"The Dark Wheel","Crime Fiction","Helsingør",2005-10-19,27
"Romance of the Three Kingdoms","War novel","Køge",2005-12-22,22
"Vintage Season","Science Fiction",Randers,2005-08-05,56
"House of Many Ways","Speculative fiction","Nørresundby",2005-03-05,15
"2nd Chance","Crime Fiction","Nørresundby",2005-10-27,34
"Sylvie and Bruno","Children's literature",Thisted,2005-01-29,92
"The Documents in the Case",Mystery,"Køge",2005-09-27,32
"Phule's Paradise","Science Fiction","Holbæk",2005-12-26,43
"Daisy Miller",Novella,Skive,2005-07-04,32
"The Sound of Waves","Speculative fiction","Nykøbing Falster",2005-12-02,89
"The Great Santini","Autobiographical novel",Nakskov,2005-06-30,18
"A Dead Man in Deptford","Speculative fiction",Randers,2005-03-28,39
"The Inner Circle","Speculative fiction",Frederikshavn,2005-06-23,56
"King Rat","Speculative fiction",Vejle,2005-08-18,18
"A World Out of Time","Science Fiction",Skagen,2005-04-25,98
"The Brave Bulls",Western,Haderslev,2005-12-30,12
1632,"Science Fiction",Esbjerg,2005-06-12,61
"Johnny Mackintosh and the Spirit of London","Science Fiction",Svendborg,2005-03-27,73
"Conan the Adventurer",Fantasy,Thisted,2005-07-23,68
"A Summer Place",Novel,"Helsingør",2005-02-27,21
"Hell's Kitchen","Crime Fiction",Maribo,2005-08-07,38
"Anne of Windy Poplars","Epistolary novel","Holbæk",2005-04-29,60
"Tom Swift Among the Fire Fighters","Young adult literature",Ribe,2005-09-08,93
"Dragons in the Waters",Mystery,Randers,2005-07-11,54
"The Return of Tharn",Fantasy,Maribo,2005-02-24,84
"The Teahouse Fire",Fiction,Nakskov,2005-02-17,93
"Vaporetto 13: A Novel",Mystery,Frederikshavn,2005-01-09,97
"Lady Susan","Epistolary novel",Roskilde,2005-12-23,90
"A Escrava Isaura","Romance novel",Aabenraa,2005-12-09,93
"The Wolf-Sisters","Historical fantasy",Vordingborg,2005-06-09,92
"Hurry Home Candy","Children's literature",Kolding,2005-07-30,13
"The Gathering","Urban fantasy",Aarhus,2005-11-30,14
Contest,Thriller,Skagen,2005-11-03,68
"Angélique, the Marquise of the Angels","Historical novel",Randers,2005-08-28,37
"Honor Thyself",Novel,Horsens,2005-12-26,91
"Dead On Target",Mystery,Kolding,2005-12-28,8
"The Quantum Thief","Science Fiction",Skagen,2005-06-12,81
"Kate Vaiden",Fiction,Skagen,2005-07-27,95
"The Miocene Arrow","Science Fiction",Herning,2005-10-01,62
"The Rapture",Novel,Frederiksberg,2005-09-08,49
"The Colour","Historical fiction",Holstebro,2005-08-17,90
"Brothers in Arms","Science Fiction","Nørresundby",2005-12-04,97
"Facing the Flag","Science Fiction",Nakskov,2005-08-25,69
"The Cruelest Month","Crime Fiction",Nakskov,2005-02-21,64
"Phineas Finn",Fiction,Haderslev,2005-03-12,17
Fearless,Fantasy,Fredericia,2005-08-29,75
Sovereign,"Crime Fiction","Sorø",2005-02-07,53
Triptych,Novel,Vejle,2005-08-09,82
"Amusing Ourselves to Death: Public Discourse in the Age of Show Business",Non-fiction,Gentofte,2005-08-02,90
"On My Honor","Young adult literature",Thisted,2005-03-30,37
"Red Dragon",Thriller,Vejle,2005-11-19,99
"People of the Comet","Science Fiction",Gentofte,2005-04-14,19
Downsiders,"Science Fiction",Skive,2005-08-02,16
"The Word for World is Forest","Science Fiction",Kolding,2005-07-21,13
"Listening for Lions","Historical novel",Holstebro,2005-05-09,97
Pygmy,Satire,Vejle,2005-09-01,10
"The Reluctant Widow","Historical fiction",Esbjerg,2005-08-22,56
Reckless,Fantasy,Aarhus,2005-09-14,35
"My Darling, My Hamburger","Young adult literature",Viborg,2005-03-31,56
"Ninth Grade Slays","Young adult literature",Skagen,2005-11-24,71
"Streets of Laredo",Western,"Nørresundby",2005-04-10,11
